"nom_fashionjobs","offres_annuaire","fiche_fashionjobs","statut_couverture","type_acteur","methode_rapprochement","company_ids","companies","ambiguite_plusieurs_fiches","offres_base_monde","offres_base_france","offres_base_source_directe_france","offres_directes_sans_pays","ecart_base_direct_fr_moins_annuaire","comparaison_certifiee","domaines_base","sources_catalogue","sources_directes_actives","portails_groupe","statut_recherche","liens_carriere_candidats_non_certifies","sites_candidats_lus","portail_revu","preuve_identite_ou_portail","qualification_documentee","ats_revu","prochaine_action"
"LAPS","1","https://fr.fashionjobs.com/recrutement/laps.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"LATAM FASHION CIRCLE","1","https://fr.fashionjobs.com/recrutement/latam-fashion-circle.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"LAURE DE SAGAZAN","1","https://fr.fashionjobs.com/recrutement/laure-de-sagazan.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdw13f1tpznf2bkuzfx1cy","LAURE DE SAGAZAN","NON","1","1","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","lauredesagazan.fr","","","","NO_CAREER_LINK_FOUND_ON_PAGES_READ","","https://lauredesagazan.fr/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"LE GRAMME","1","https://fr.fashionjobs.com/recrutement/le-gramme.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvuqm1rsxnf2b3p3orvdi","LE GRAMME","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_CAREER_LINK_FOUND_ON_PAGES_READ","","https://legramme.com/?lang=en%3Futm_source%3DGoodOnYou+App","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"LE GUILLOU HABILLEUR","1","https://fr.fashionjobs.com/recrutement/le-guillou-habilleur.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvx661sl4nf2bqq3m1mv6","LE GUILLOU HABILLEUR","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"LE JARDIN PARFUMÉ","1","https://fr.fashionjobs.com/recrutement/le-jardin-parfume.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdw2r81u8jnf2boai2m5yp","LE JARDIN PARFUMÉ","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"LE KASHA","1","https://fr.fashionjobs.com/recrutement/le-kasha.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvxnf1sr4nf2bkg6rdktd","LE KASHA","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_CAREER_LINK_FOUND_ON_PAGES_READ","","https://www.lekasha.com/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"LEAWALD","1","https://fr.fashionjobs.com/recrutement/leawald.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"LEBLON DELIENNE","1","https://fr.fashionjobs.com/recrutement/leblon-delienne.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"LEFTY","1","https://fr.fashionjobs.com/recrutement/lefty.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"LEHERPEUR PARIS","1","https://fr.fashionjobs.com/recrutement/leherpeur-paris.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvvhq1s3knf2bdpobkcn2","LEHERPEUR PARIS","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"LEICA CAMERA","1","https://fr.fashionjobs.com/recrutement/leica-camera.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdw25a1u0ynf2b6w2tsp6l","LEICA CAMERA","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","leica-camera.com","","","","CAREER_LINKS_OBSERVED_REVIEW_REQUIRED","https://leica-camera.com/fr-FR/entreprise/carriere | https://leica-camera.com/fr-FR/enterprise/carriere/recrutement-leica | https://leica-camera.com/fr-FR/enterprise/carriere/monde-carriere | https://leica-camera.com/fr-FR/enterprise/carriere/avantages | https://leica-camera.com/fr-FR/enterprise/carriere/processus-recrutement | https://leica-camera.com/fr-FR/enterprise/carriere/informations-sur-site | https://leica-camera.com/fr-FR/enterprise/carriere/monde-carriere/technologie-information | https://leica-camera.com/fr-FR/enterprise/carriere/monde-carriere/marketing-communication | https://leica-camera.com/fr-FR/enterprise/carriere/monde-carriere/stage-formation-etudes | https://leica-camera.com/fr-FR/enterprise/carriere/monde-carriere/sales | https://leica-camera.com/fr-FR/enterprise/carriere/monde-carriere/gestion-produits | https://leica-camera.com/fr-FR/enterprise/carriere/monde-carriere/operations-qualite-customer-care | https://leica-camera.com/fr-FR/enterprise/carriere/monde-carriere/developpement | https://leica-camera.com/fr-FR/enterprise/carriere/monde-carriere/communications-juridiques-ressources-humaines-financement-controle | https://leica-camera.com/fr-FR/enterprise/carriere/monde-carriere/digital | https://leica-camera.com/en-US/company/career | https://leica-camera.com/zh-Hant/company/career | https://leica-camera.com/ja-JP/company/career | https://leica-camera.com/ko-KR/company/career | https://leica-camera.com/en-MY/company/career | https://leica-camera.com/en-SG/company/career | https://leica-camera.com/en-AU/company/career | https://leica-camera.com/en-NZ/company/career | https://leica-camera.com/en-AT/company/career | https://leica-camera.com/en-DK/company/career | https://leica-camera.com/en-GB/company/career | https://leica-camera.com/en-PT/company/career | https://leica-camera.com/en-SE/company/career | https://leica-camera.com/fr-CH/entreprise/carriere | https://leica-camera.com/en-AE/company/career | https://leica-camera.com/en-int/company/career","https://leica-camera.com/fr-FR","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"LELIÈVRE PARIS","1","https://fr.fashionjobs.com/recrutement/lelievre-paris.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"LES DUNES","1","https://fr.fashionjobs.com/recrutement/les-dunes.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvvtr1s7pnf2b0y72id81","LES DUNES","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"LES POSSIBLES","1","https://fr.fashionjobs.com/recrutement/les-possibles.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdw24s1u0qnf2bvirz8v1y","LES POSSIBLES","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"LEVI'S / TIMBERLAND","1","https://fr.fashionjobs.com/recrutement/levi-s-timberland.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvuqx1rt1nf2buov0ybrg","LEVI'S / TIMBERLAND","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"LIBERTY'S MAGAZINE","1","https://fr.fashionjobs.com/recrutement/liberty-s-magazine.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtoq4zda2zy7qq4zedf2gprm","LIBERTY'S MAGAZINE","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"LINVOSGES","1","https://fr.fashionjobs.com/recrutement/linvosges.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"LOUISE DAMAS","1","https://fr.fashionjobs.com/recrutement/louise-damas.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"LOUISE MISHA","1","https://fr.fashionjobs.com/recrutement/louise-misha.html","SOURCE_CATALOGUEE_SANS_DIRECT_ACTIF","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtlyez4l008oqf5kvnv9cl9o","Louise Misha","NON","2","2","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","louisemisha.com","louise-misha:RETIRED","","","CAREER_LINKS_OBSERVED_REVIEW_REQUIRED","https://www.welcometothejungle.com/fr/companies/louise-misha | https://www.welcometothejungle.com/fr/authenticate/signup | https://solutions.welcometothejungle.com/resources | https://solutions.welcometothejungle.com/ | https://www.welcometothejungle.com/fr/companies-v1/louise-misha/jobs | https://www.welcometothejungle.com/fr/companies/louise-misha/jobs/vendeur-se-s-paris-lyon_paris | https://www.welcometothejungle.com/fr/companies/louise-misha/jobs/alternant-e-service-commercial-b2b-adv_montreuil | https://www.welcometothejungle.com/fr/pages/offres-emploi-par-metiers-villes | https://www.welcometothejungle.com/fr/pages/offres-par-villes-metiers | https://www.welcometothejungle.com/fr/companies/wttj | https://www.welcometothejungle.com/fr/jobs-matches | https://www.welcometothejungle.com/fr/media/recruiters","https://louisemisha.com/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"LOUISEJACQUELINE","1","https://fr.fashionjobs.com/recrutement/louisejacqueline.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvvjp1s48nf2bkz09squc","LOUISEJACQUELINE","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"LUCASHEVA","1","https://fr.fashionjobs.com/recrutement/lucasheva.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"LUDOVIC DE SAINT SERNIN","1","https://fr.fashionjobs.com/recrutement/ludovic-de-saint-sernin.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdw3la1uixnf2bpd480sai","LUDOVIC DE SAINT SERNIN","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_CAREER_LINK_FOUND_ON_PAGES_READ","","https://ludovicdesaintsernin.com/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"LUDOVIC WINTERSTAN","1","https://fr.fashionjobs.com/recrutement/ludovic-winterstan.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtoq4zcm2zxzqq4zh30kfu3u","LUDOVIC WINTERSTAN","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"LULLI SUR LA TOILE","1","https://fr.fashionjobs.com/recrutement/lulli-sur-la-toile.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"LUNAS FRANCE","1","https://fr.fashionjobs.com/recrutement/lunas-france.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","REGLE_CANONIQUE_CANDIDATE","cmtkdvzq11tavnf2bkvbw63up","LUNAS","NON","1","1","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","lunasfrance.fr","","","","ATS_HINT_REVIEW_REQUIRED","","https://lunasfrance.fr/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"LUXSPACE PARIS","1","https://fr.fashionjobs.com/recrutement/luxspace-paris.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MAESTRO KNITTING GROUP","1","https://fr.fashionjobs.com/recrutement/maestro-knitting-group.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MAISON AYAKA","1","https://fr.fashionjobs.com/recrutement/maison-ayaka.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtlq3u6a1lwhpg2b8sg7z76z","MAISON AYAKA","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MAISON BM","1","https://fr.fashionjobs.com/recrutement/maison-bm.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvy7s1syanf2be6gcepur","MAISON BM","NON","1","1","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MAISON EUDONIE","1","https://fr.fashionjobs.com/recrutement/maison-eudonie.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MAISON GUILLEMETTE","1","https://fr.fashionjobs.com/recrutement/maison-guillemette.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvuu31ruhnf2bb1jd74oo","MAISON GUILLEMETTE","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MAISON LEMOINE","1","https://fr.fashionjobs.com/recrutement/maison-lemoine.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdw2ts1u9fnf2btar9870t","MAISON LEMOINE","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MAISON LOUIS PARIS","1","https://fr.fashionjobs.com/recrutement/maison-louis-paris.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdw2391u04nf2bmyn0xmwq","MAISON LOUIS PARIS","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MAISON MICHEL PARIS","1","https://fr.fashionjobs.com/recrutement/maison-michel-paris.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MAISON MONTAGUT","1","https://fr.fashionjobs.com/recrutement/maison-montagut.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvyhn1t1gnf2bfb5inlv1","MAISON MONTAGUT","NON","1","1","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MAISON PAULLELE","1","https://fr.fashionjobs.com/recrutement/maison-paullele.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MAISON SHIRA","1","https://fr.fashionjobs.com/recrutement/maison-shira.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdw20l1tz9nf2b3oz671po","MAISON SHIRA","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MAISON STELLA & SUZIE","1","https://fr.fashionjobs.com/recrutement/maison-stella-suzie.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvzst1tbsnf2bmqej2qf6","MAISON STELLA & SUZIE","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MAISON ZAIED","1","https://fr.fashionjobs.com/recrutement/maison-zaied.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MAISONZEINA","1","https://fr.fashionjobs.com/recrutement/maisonzeina.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MALAM","1","https://fr.fashionjobs.com/recrutement/malam.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MALFROID SOULIERS","1","https://fr.fashionjobs.com/recrutement/malfroid-souliers.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvwau1sd2nf2b1w2pj4wb","MALFROID SOULIERS","NON","0","0","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MALHIA KENT","1","https://fr.fashionjobs.com/recrutement/malhia-kent.html","AUCUN_RAPPROCHEMENT_ETABLI","A_QUALIFIER","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","ATS_HINT_REVIEW_REQUIRED","","https://malhia.fr/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MANG PRODUCTION","1","https://fr.fashionjobs.com/recrutement/mang-production.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdw04k1tfgnf2b0ya3jxzl","MANG PRODUCTION","NON","1","1","0","0","-1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","mangproduction.com","","","","NO_CAREER_LINK_FOUND_ON_PAGES_READ","","https://mangproduction.com/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
