maison,careers_domain,kind,entry_url,job_url_pattern,robots_verdict,job_count,verified
"Optiker Bode","www.optiker-bode.de","generic-listing","{""startUrl"":""https://www.optiker-bode.de/ueber-bode/jobs#card_wrap4093""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Orlebar Brown","careers.orlebarbrown.com","teamtailor","{""origin"":""https://careers.orlebarbrown.com""}","","Tech-scan: careers.orlebarbrown.com CNAMEs to TEAMTAILOR; no page read.","","anchored"
"Orit Elhanati","careers.elhanati.com","generic-listing","{""startUrl"":""https://careers.elhanati.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"OSKA","www.oska.com","generic-listing","{""startUrl"":""https://www.oska.com/fr/jobs/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"OTTO","www.otto.de","generic-listing","{""startUrl"":""https://www.otto.de/jobs/de/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"OXXO","careers.oxxo.com","eightfold","{""origin"":""https://careers.oxxo.com""}","","Tech-scan: careers.oxxo.com CNAMEs to EIGHTFOLD; no page read.","","anchored"
"OVS","careers-ovsgroup.ovs.it","generic-listing","{""startUrl"":""https://careers-ovsgroup.ovs.it/jobs.php""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"PAIGE","www.paige.com","generic-listing","{""startUrl"":""https://www.paige.com/en-fr/careers""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Panama Jack","jobs.panamajack.es","teamtailor","{""origin"":""https://jobs.panamajack.es""}","","Tech-scan: jobs.panamajack.es CNAMEs to TEAMTAILOR; no page read.","","anchored"
"Parachute","www.parachutehome.com","greenhouse","{""board"":""parachutehome""}","","ATS link discovered on https://www.parachutehome.com/pages/careers","","anchored"
"Passenger","careers.passenger-clothing.com","generic-listing","{""startUrl"":""https://careers.passenger-clothing.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Patt'Touch","careers.patttouch.com","generic-listing","{""startUrl"":""https://careers.patttouch.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Pavers Shoes","careers.pavers.co.uk","generic-listing","{""startUrl"":""https://careers.pavers.co.uk/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Peach Not Plastic","www.grove.co","greenhouse","{""board"":""users""}","","ATS link discovered on https://www.grove.co/careers/","","anchored"
"Payan Bertrand","www.payanbertrand.com","generic-listing","{""startUrl"":""https://www.payanbertrand.com/careers""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Penelope Chilvers","careers.penelopechilvers.com","teamtailor","{""origin"":""https://careers.penelopechilvers.com""}","","Tech-scan: careers.penelopechilvers.com CNAMEs to TEAMTAILOR; no page read.","","anchored"
"Peloton","jobs.onepeloton.com.au","generic-listing","{""startUrl"":""https://jobs.onepeloton.com.au/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Peloton","careers.onepeloton.com","generic-listing","{""startUrl"":""https://careers.onepeloton.com/en/all-jobs/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Pendleton Woolen Mills","www.pendleton-usa.com","generic-listing","{""startUrl"":""https://www.pendleton-usa.com/about-us/careers/careers.html/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Penningtons","www.penningtons.com","smartrecruiters-whitelabel","{""company"":""ReitmansCanadaLteLtd""}","","ATS link discovered on http://www.penningtons.com/careers","","anchored"
"Penti","hr.penti.com","generic-listing","{""startUrl"":""https://hr.penti.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Peoples Jewellers","www.peoplesjewellers.com","workday","{""tenant"":""signetjewelers"",""site"":""SignetCorporateCareers"",""origin"":""https://signetjewelers.wd1.myworkdayjobs.com""}","","ATS link discovered on https://www.peoplesjewellers.com/careers","","anchored"
"Peregrine Kidswear","careers.peregrinekidswear.com","generic-listing","{""startUrl"":""https://careers.peregrinekidswear.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Perry Ellis","www.pery.com","generic-listing","{""startUrl"":""https://www.pery.com/careers/#/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Peter Hahn","jobs.peterhahn.de","generic-listing","{""startUrl"":""https://jobs.peterhahn.de/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Peter Kaiser","careers.peter-kaiser.de","generic-listing","{""startUrl"":""https://careers.peter-kaiser.de/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Petrol Industries","careers.petrolindustries.com","teamtailor","{""origin"":""https://careers.petrolindustries.com""}","","Tech-scan: careers.petrolindustries.com CNAMEs to TEAMTAILOR; no page read.","","anchored"
"Peter Alexander","www.peteralexander.com.au","generic-listing","{""startUrl"":""https://www.peteralexander.com.au/shop/en/peteralexander/careers""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"PGA Tour Superstore","www.pgatoursuperstore.com","workday","{""tenant"":""pgatoursuperstore"",""site"":""PGAT_SS"",""origin"":""https://pgatoursuperstore.wd12.myworkdayjobs.com""}","","ATS link discovered on https://www.pgatoursuperstore.com/careers.html","","anchored"
"Pilgrim","www.pilgrim.net","generic-listing","{""startUrl"":""https://www.pilgrim.net/pages/jobs""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Pink","careers.victoriassecret.com","generic-listing","{""startUrl"":""https://careers.victoriassecret.com/en/job-areas/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Plomo o Plata","careers.plomo-o-plata-shop.de","generic-listing","{""startUrl"":""https://careers.plomo-o-plata-shop.de/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"PME Legend","jobs.pme-legend.com","generic-listing","{""startUrl"":""https://jobs.pme-legend.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"POOFY ORGANICS","careers.poofyorganics.com","generic-listing","{""startUrl"":""https://careers.poofyorganics.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Porsche Design","jobs.porsche-design.com","generic-listing","{""startUrl"":""https://jobs.porsche-design.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Poplook","careers.poplook.com","generic-listing","{""startUrl"":""https://careers.poplook.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Printful","careers.printful.com","teamtailor","{""origin"":""https://careers.printful.com""}","","Tech-scan: careers.printful.com CNAMEs to TEAMTAILOR; no page read.","","anchored"
"Pringle of Scotland","pringlescotland.com","generic-listing","{""startUrl"":""https://pringlescotland.com/pages/careers""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Pro Hockey Life","www.prohockeylife.com","workday","{""tenant"":""canadiantirecorporation"",""site"":""en-US"",""origin"":""https://canadiantirecorporation.wd3.myworkdayjobs.com""}","","ATS link discovered on https://www.prohockeylife.com/pages/careers","","anchored"
"Profuomo","jobs.profuomo.com","generic-listing","{""startUrl"":""https://jobs.profuomo.com""}","","Tech-scan: jobs.profuomo.com CNAMEs to RECRUITEE; no page read. (needs slug — review)","","anchored"
"Princesse tam.tam","talents.princessetamtam.com","generic-listing","{""startUrl"":""https://talents.princessetamtam.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Pronovias","careers.pronovias.com","teamtailor","{""origin"":""https://careers.pronovias.com""}","","TEAMTAILOR widget detected on careers.pronovias.com","","anchored"
"Psycho Bunny","careers.psychobunny.com","generic-listing","{""startUrl"":""https://careers.psychobunny.com/job-search""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Puma","about.puma.com","generic-listing","{""startUrl"":""https://about.puma.com/en/careers/job-openings""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"pure pure by BAUER","www.pure-pure.de","generic-listing","{""startUrl"":""https://www.pure-pure.de/jobs/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Q/S designed by","jobs.soliver-group.com","generic-listing","{""startUrl"":""https://jobs.soliver-group.com/?locale=de_DE""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Queenspark","queenspark.com","generic-listing","{""startUrl"":""https://queenspark.com/careers""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"R.M.Williams","www.rmwilliams.com.au","generic-listing","{""startUrl"":""https://www.rmwilliams.com.au/careers/Footer_careers.html?lang=en_AU""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Ragno","ragno.com","generic-listing","{""startUrl"":""https://ragno.com/en-eu/pages/career""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Rails","www.rails.com","generic-listing","{""startUrl"":""https://www.rails.com/a/careers""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"585 Gold","jobs.smartrecruiters.com","smartrecruiters-whitelabel","{""company"":""585gold""}","","Resolved by direct SMARTRECRUITERS slug probe (""585gold""); no search API used.","","validated-name"
"ASHOKA","jobs.lever.co","lever","{""site"":""ashoka""}","","Resolved by direct LEVER slug probe (""ashoka""); no search API used.","","validated-name"
"ASICS","jobs.smartrecruiters.com","smartrecruiters-whitelabel","{""company"":""asics""}","","Resolved by direct SMARTRECRUITERS slug probe (""asics""); no search API used.","","validated-name"
"ASOS","jobs.smartrecruiters.com","smartrecruiters-whitelabel","{""company"":""asos""}","","Resolved by direct SMARTRECRUITERS slug probe (""asos""); no search API used.","","validated-name"
"Atlantis","atlantis.jobs.personio.de","personio","{""subdomain"":""atlantis"",""host"":""atlantis.jobs.personio.de""}","","Resolved by direct PERSONIO slug probe (""atlantis""); no search API used.","","validated-name"
"Agency","jobs.smartrecruiters.com","smartrecruiters-whitelabel","{""company"":""agency""}","","Resolved by direct SMARTRECRUITERS slug probe (""agency""); no search API used.","","validated-name"
"Avila","avila.teamtailor.com","teamtailor","{""origin"":""https://avila.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""avila""); no search API used.","","validated-name"
"Aimé Leon Dore","boards.greenhouse.io","greenhouse","{""board"":""aimeleondore""}","","Resolved by direct GREENHOUSE slug probe (""aimeleondore""); no search API used.","","validated-name"
"B's International","jobs.smartrecruiters.com","smartrecruiters-whitelabel","{""company"":""bsinternational""}","","Resolved by direct SMARTRECRUITERS slug probe (""bsinternational""); no search API used.","","validated-name"
"Ballantynes","jobs.smartrecruiters.com","smartrecruiters-whitelabel","{""company"":""ballantynes""}","","Resolved by direct SMARTRECRUITERS slug probe (""ballantynes""); no search API used.","","validated-name"
"Baron","jobs.smartrecruiters.com","smartrecruiters-whitelabel","{""company"":""baron""}","","Resolved by direct SMARTRECRUITERS slug probe (""baron""); no search API used.","","validated-name"
"Bedrock","www.welcometothejungle.com","wttj","{""slug"":""bedrock""}","","Resolved by direct WTTJ slug probe (""bedrock""); no search API used.","","validated-name"
"Bego","bego.recruitee.com","recruitee","{""subdomain"":""bego""}","","Resolved by direct RECRUITEE slug probe (""bego""); no search API used.","","validated-domain"
"BELLA+CANVAS","boards.greenhouse.io","greenhouse","{""board"":""bellacanvas""}","","Resolved by direct GREENHOUSE slug probe (""bellacanvas""); no search API used.","","validated-name"
"Bellabeat","jobs.smartrecruiters.com","smartrecruiters-whitelabel","{""company"":""bellabeat""}","","Resolved by direct SMARTRECRUITERS slug probe (""bellabeat""); no search API used.","","validated-name"
"Bellroy","boards.greenhouse.io","greenhouse","{""board"":""bellroy""}","","Resolved by direct GREENHOUSE slug probe (""bellroy""); no search API used.","","validated-name"
"Belstaff","belstaff.teamtailor.com","teamtailor","{""origin"":""https://belstaff.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""belstaff""); no search API used.","","validated-name"
"BERNADETTE","boards.greenhouse.io","greenhouse","{""board"":""bernadette""}","","Resolved by direct GREENHOUSE slug probe (""bernadette""); no search API used.","","validated-name"
"Blacks","boards.greenhouse.io","greenhouse","{""board"":""blacks""}","","Resolved by direct GREENHOUSE slug probe (""blacks""); no search API used.","","validated-name"
"Blend","boards.greenhouse.io","greenhouse","{""board"":""blend""}","","Resolved by direct GREENHOUSE slug probe (""blend""); no search API used.","","validated-name"
"Bloom","jobs.smartrecruiters.com","smartrecruiters-whitelabel","{""company"":""bloom""}","","Resolved by direct SMARTRECRUITERS slug probe (""bloom""); no search API used.","","validated-name"
"Bombas","boards.greenhouse.io","greenhouse","{""board"":""bombas""}","","Resolved by direct GREENHOUSE slug probe (""bombas""); no search API used.","","validated-name"
"BRIGHT","bright.recruitee.com","recruitee","{""subdomain"":""bright""}","","Resolved by direct RECRUITEE slug probe (""bright""); no search API used.","","validated-domain"
"Brilliant Earth","boards.greenhouse.io","greenhouse","{""board"":""brilliantearth""}","","Resolved by direct GREENHOUSE slug probe (""brilliantearth""); no search API used.","","validated-name"
"Brothers","brothers.teamtailor.com","teamtailor","{""origin"":""https://brothers.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""brothers""); no search API used.","","validated-name"
"Buck Mason","jobs.lever.co","lever","{""site"":""buckmason""}","","Resolved by direct LEVER slug probe (""buckmason""); no search API used.","","validated-name"
"BUFF","buff.jobs.personio.de","personio","{""subdomain"":""buff"",""host"":""buff.jobs.personio.de""}","","Resolved by direct PERSONIO slug probe (""buff""); no search API used.","","validated-name"
"BZB","bzb.teamtailor.com","teamtailor","{""origin"":""https://bzb.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""bzb""); no search API used.","","validated-name"
"Cabaia","cabaia.teamtailor.com","teamtailor","{""origin"":""https://cabaia.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""cabaia""); no search API used.","","validated-name"
"CAMBIO","cambio.teamtailor.com","teamtailor","{""origin"":""https://cambio.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""cambio""); no search API used.","","validated-name"
"CARLA B","carla.teamtailor.com","teamtailor","{""origin"":""https://carla.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""carla""); no search API used.","","validated-name"
"ASKET","asket.teamtailor.com","teamtailor","{""origin"":""https://asket.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""asket""); no search API used.","","validated-name"
"celio","celio.teamtailor.com","teamtailor","{""origin"":""https://celio.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""celio""); no search API used.","","validated-name"
"Chisholm Hunter","jobs.smartrecruiters.com","smartrecruiters-whitelabel","{""company"":""chisholmhunter""}","","Resolved by direct SMARTRECRUITERS slug probe (""chisholmhunter""); no search API used.","","validated-name"
"AXEL ARIGATO","axelarigato.teamtailor.com","teamtailor","{""origin"":""https://axelarigato.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""axelarigato""); no search API used.","","validated-name"
"City Beauty","boards.greenhouse.io","greenhouse","{""board"":""citybeauty""}","","Resolved by direct GREENHOUSE slug probe (""citybeauty""); no search API used.","","validated-name"
"Clarkson Eyecare","boards.greenhouse.io","greenhouse","{""board"":""clarksoneyecare""}","","Resolved by direct GREENHOUSE slug probe (""clarksoneyecare""); no search API used.","","validated-name"
"Cleo","boards.greenhouse.io","greenhouse","{""board"":""cleo""}","","Resolved by direct GREENHOUSE slug probe (""cleo""); no search API used.","","validated-name"
"Club Monaco","boards.greenhouse.io","greenhouse","{""board"":""clubmonaco""}","","Resolved by direct GREENHOUSE slug probe (""clubmonaco""); no search API used.","","validated-name"
"Coast","boards.greenhouse.io","greenhouse","{""board"":""coast""}","","Resolved by direct GREENHOUSE slug probe (""coast""); no search API used.","","validated-name"
"Corum","www.welcometothejungle.com","wttj","{""slug"":""corum""}","","Resolved by direct WTTJ slug probe (""corum""); no search API used.","","validated-name"
"Courir","jobs.smartrecruiters.com","smartrecruiters-whitelabel","{""company"":""courir""}","","Resolved by direct SMARTRECRUITERS slug probe (""courir""); no search API used.","","validated-name"
"Cove","cove.teamtailor.com","teamtailor","{""origin"":""https://cove.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""cove""); no search API used.","","validated-name"
"Cuyana","boards.greenhouse.io","greenhouse","{""board"":""cuyana""}","","Resolved by direct GREENHOUSE slug probe (""cuyana""); no search API used.","","validated-name"
"Cynthia Rowley","jobs.smartrecruiters.com","smartrecruiters-whitelabel","{""company"":""cynthiarowley""}","","Resolved by direct SMARTRECRUITERS slug probe (""cynthiarowley""); no search API used.","","validated-name"
"Damart","damart.teamtailor.com","teamtailor","{""origin"":""https://damart.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""damart""); no search API used.","","validated-name"
"dept","boards.greenhouse.io","greenhouse","{""board"":""dept""}","","Resolved by direct GREENHOUSE slug probe (""dept""); no search API used.","","validated-name"
"Bespoke Post","jobs.lever.co","lever","{""site"":""bespokepost""}","","Resolved by direct LEVER slug probe (""bespokepost""); no search API used.","","validated-name"
"DIDI","boards.greenhouse.io","greenhouse","{""board"":""didi""}","","Resolved by direct GREENHOUSE slug probe (""didi""); no search API used.","","validated-name"
"Dolls Kill","jobs.lever.co","lever","{""site"":""dollskill""}","","Resolved by direct LEVER slug probe (""dollskill""); no search API used.","","validated-name"
"Eastpak","jobs.smartrecruiters.com","smartrecruiters-whitelabel","{""company"":""eastpak""}","","Resolved by direct SMARTRECRUITERS slug probe (""eastpak""); no search API used.","","validated-name"
"éclipse","boards.greenhouse.io","greenhouse","{""board"":""eclipse""}","","Resolved by direct GREENHOUSE slug probe (""eclipse""); no search API used.","","validated-name"
"Blue Banana","bluebanana.teamtailor.com","teamtailor","{""origin"":""https://bluebanana.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""bluebanana""); no search API used.","","validated-name"
"Blueland","jobs.lever.co","lever","{""site"":""blueland""}","","Resolved by direct LEVER slug probe (""blueland""); no search API used.","","validated-name"
"EPHEMERA","ephemera.teamtailor.com","teamtailor","{""origin"":""https://ephemera.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""ephemera""); no search API used.","","validated-name"
"Eric Bompard","jobs.smartrecruiters.com","smartrecruiters-whitelabel","{""company"":""ericbompard""}","","Resolved by direct SMARTRECRUITERS slug probe (""ericbompard""); no search API used.","","validated-name"
"EssilorLuxottica","jobs.smartrecruiters.com","smartrecruiters-whitelabel","{""company"":""essilorluxottica""}","","Resolved by direct SMARTRECRUITERS slug probe (""essilorluxottica""); no search API used.","","validated-name"
"Everlane","boards.greenhouse.io","greenhouse","{""board"":""everlane""}","","Resolved by direct GREENHOUSE slug probe (""everlane""); no search API used.","","validated-name"
"FAGUO","www.welcometothejungle.com","wttj","{""slug"":""faguo""}","","Resolved by direct WTTJ slug probe (""faguo""); no search API used.","","validated-name"
"Fastrack","fastrack.teamtailor.com","teamtailor","{""origin"":""https://fastrack.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""fastrack""); no search API used.","","validated-name"
"Fay","boards.greenhouse.io","greenhouse","{""board"":""fay""}","","Resolved by direct GREENHOUSE slug probe (""fay""); no search API used.","","validated-name"
"Figaret","www.welcometothejungle.com","wttj","{""slug"":""figaret""}","","Resolved by direct WTTJ slug probe (""figaret""); no search API used.","","validated-name"
"Filson","boards.greenhouse.io","greenhouse","{""board"":""filson""}","","Resolved by direct GREENHOUSE slug probe (""filson""); no search API used.","","validated-name"
"Browns Shoes","brownsshoes.teamtailor.com","teamtailor","{""origin"":""https://brownsshoes.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""brownsshoes""); no search API used.","","validated-name"
"FRAME","www.welcometothejungle.com","wttj","{""slug"":""frame""}","","Resolved by direct WTTJ slug probe (""frame""); no search API used.","","validated-name"
"Cabaia","www.welcometothejungle.com","wttj","{""slug"":""cabaia""}","","Resolved by direct WTTJ slug probe (""cabaia""); no search API used.","","validated-name"
"Fusalp","www.welcometothejungle.com","wttj","{""slug"":""fusalp""}","","Resolved by direct WTTJ slug probe (""fusalp""); no search API used.","","validated-name"
"Galileo","boards.greenhouse.io","greenhouse","{""board"":""galileo""}","","Resolved by direct GREENHOUSE slug probe (""galileo""); no search API used.","","validated-name"
"Gate","jobs.lever.co","lever","{""site"":""gate""}","","Resolved by direct LEVER slug probe (""gate""); no search API used.","","validated-name"
"Genesis","jobs.lever.co","lever","{""site"":""genesis""}","","Resolved by direct LEVER slug probe (""genesis""); no search API used.","","validated-name"
"GEORGES","georges.teamtailor.com","teamtailor","{""origin"":""https://georges.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""georges""); no search API used.","","validated-name"
"Ghost","boards.greenhouse.io","greenhouse","{""board"":""ghost""}","","Resolved by direct GREENHOUSE slug probe (""ghost""); no search API used.","","validated-name"
"Giga","giga.jobs.personio.de","personio","{""subdomain"":""giga"",""host"":""giga.jobs.personio.de""}","","Resolved by direct PERSONIO slug probe (""giga""); no search API used.","","validated-name"
"Glitter","glitter.teamtailor.com","teamtailor","{""origin"":""https://glitter.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""glitter""); no search API used.","","validated-name"
"Go Outdoors","boards.greenhouse.io","greenhouse","{""board"":""gooutdoors""}","","Resolved by direct GREENHOUSE slug probe (""gooutdoors""); no search API used.","","validated-name"
"Good American","jobs.lever.co","lever","{""site"":""goodamerican""}","","Resolved by direct LEVER slug probe (""goodamerican""); no search API used.","","validated-name"
"Gorjana","boards.greenhouse.io","greenhouse","{""board"":""gorjana""}","","Resolved by direct GREENHOUSE slug probe (""gorjana""); no search API used.","","validated-name"
"Gridline","jobs.lever.co","lever","{""site"":""gridline""}","","Resolved by direct LEVER slug probe (""gridline""); no search API used.","","validated-name"
"Groundies","groundies.jobs.personio.de","personio","{""subdomain"":""groundies"",""host"":""groundies.jobs.personio.de""}","","Resolved by direct PERSONIO slug probe (""groundies""); no search API used.","","validated-name"
"Guild+Pepper","boards.greenhouse.io","greenhouse","{""board"":""guild""}","","Resolved by direct GREENHOUSE slug probe (""guild""); no search API used.","","validated-domain"
"Gymshark","boards.greenhouse.io","greenhouse","{""board"":""gymshark""}","","Resolved by direct GREENHOUSE slug probe (""gymshark""); no search API used.","","validated-name"
"Hades","hades.jobs.personio.de","personio","{""subdomain"":""hades"",""host"":""hades.jobs.personio.de""}","","Resolved by direct PERSONIO slug probe (""hades""); no search API used.","","validated-name"
"Hindbag","www.welcometothejungle.com","wttj","{""slug"":""hindbag""}","","Resolved by direct WTTJ slug probe (""hindbag""); no search API used.","","validated-name"
"HONE","boards.greenhouse.io","greenhouse","{""board"":""hone""}","","Resolved by direct GREENHOUSE slug probe (""hone""); no search API used.","","validated-name"
"Honey Birdette","honeybirdette.teamtailor.com","teamtailor","{""origin"":""https://honeybirdette.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""honeybirdette""); no search API used.","","validated-name"
"Honor","boards.greenhouse.io","greenhouse","{""board"":""honor""}","","Resolved by direct GREENHOUSE slug probe (""honor""); no search API used.","","validated-name"
"ILIA","boards.greenhouse.io","greenhouse","{""board"":""ilia""}","","Resolved by direct GREENHOUSE slug probe (""ilia""); no search API used.","","validated-name"
"CLOSED","closed.jobs.personio.de","personio","{""subdomain"":""closed"",""host"":""closed.jobs.personio.de""}","","Resolved by direct PERSONIO slug probe (""closed""); no search API used.","","validated-name"
"imi's","boards.greenhouse.io","greenhouse","{""board"":""imi""}","","Resolved by direct GREENHOUSE slug probe (""imi""); no search API used.","","validated-name"
"Infuse","boards.greenhouse.io","greenhouse","{""board"":""infuse""}","","Resolved by direct GREENHOUSE slug probe (""infuse""); no search API used.","","validated-name"
"Innisfree","jobs.smartrecruiters.com","smartrecruiters-whitelabel","{""company"":""innisfree""}","","Resolved by direct SMARTRECRUITERS slug probe (""innisfree""); no search API used.","","validated-name"
"ION","jobs.lever.co","lever","{""site"":""ion""}","","Resolved by direct LEVER slug probe (""ion""); no search API used.","","validated-name"
"It's Fashion","jobs.smartrecruiters.com","smartrecruiters-whitelabel","{""company"":""itsfashion""}","","Resolved by direct SMARTRECRUITERS slug probe (""itsfashion""); no search API used.","","validated-name"
"JD Sports","boards.greenhouse.io","greenhouse","{""board"":""jdsports""}","","Resolved by direct GREENHOUSE slug probe (""jdsports""); no search API used.","","validated-name"
"Jeans Centre","jeanscentre.recruitee.com","recruitee","{""subdomain"":""jeanscentre""}","","Resolved by direct RECRUITEE slug probe (""jeanscentre""); no search API used.","","validated-domain"
"Jérôme Dreyfuss","www.welcometothejungle.com","wttj","{""slug"":""jerome-dreyfuss""}","","Resolved by direct WTTJ slug probe (""jerome-dreyfuss""); no search API used.","","validated-name"
"Jewells","jewells.teamtailor.com","teamtailor","{""origin"":""https://jewells.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""jewells""); no search API used.","","validated-name"
"Joe Fresh","jobs.smartrecruiters.com","smartrecruiters-whitelabel","{""company"":""joefresh""}","","Resolved by direct SMARTRECRUITERS slug probe (""joefresh""); no search API used.","","validated-name"
"John Henric","johnhenric.teamtailor.com","teamtailor","{""origin"":""https://johnhenric.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""johnhenric""); no search API used.","","validated-name"
"JoJo Maman Bébé","jojomamanbebe.teamtailor.com","teamtailor","{""origin"":""https://jojomamanbebe.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""jojomamanbebe""); no search API used.","","validated-name"
"Jonsson Workwear","boards.greenhouse.io","greenhouse","{""board"":""jonssonworkwear""}","","Resolved by direct GREENHOUSE slug probe (""jonssonworkwear""); no search API used.","","validated-name"
"Joy","joy.teamtailor.com","teamtailor","{""origin"":""https://joy.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""joy""); no search API used.","","validated-name"
"Kapten & Son","kaptenandson.recruitee.com","recruitee","{""subdomain"":""kaptenandson""}","","Resolved by direct RECRUITEE slug probe (""kaptenandson""); no search API used.","","validated-domain"
"Kate McLeod","boards.greenhouse.io","greenhouse","{""board"":""katemcleod""}","","Resolved by direct GREENHOUSE slug probe (""katemcleod""); no search API used.","","validated-name"
"KENT","kent.jobs.personio.de","personio","{""subdomain"":""kent"",""host"":""kent.jobs.personio.de""}","","Resolved by direct PERSONIO slug probe (""kent""); no search API used.","","validated-name"
"Kiabi","jobs.smartrecruiters.com","smartrecruiters-whitelabel","{""company"":""kiabi""}","","Resolved by direct SMARTRECRUITERS slug probe (""kiabi""); no search API used.","","validated-name"
"Kidzart","jobs.smartrecruiters.com","smartrecruiters-whitelabel","{""company"":""kidzart""}","","Resolved by direct SMARTRECRUITERS slug probe (""kidzart""); no search API used.","","validated-name"
"KILLSTAR","killstar.teamtailor.com","teamtailor","{""origin"":""https://killstar.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""killstar""); no search API used.","","validated-name"
"Knock Knock","boards.greenhouse.io","greenhouse","{""board"":""knock""}","","Resolved by direct GREENHOUSE slug probe (""knock""); no search API used.","","validated-name"
"La casa de las Carcasas","lacasadelascarcasas.teamtailor.com","teamtailor","{""origin"":""https://lacasadelascarcasas.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""lacasadelascarcasas""); no search API used.","","validated-name"
"La Senza","boards.greenhouse.io","greenhouse","{""board"":""lasenza""}","","Resolved by direct GREENHOUSE slug probe (""lasenza""); no search API used.","","validated-name"
"Lacoste","www.welcometothejungle.com","wttj","{""slug"":""lacoste""}","","Resolved by direct WTTJ slug probe (""lacoste""); no search API used.","","validated-name"
"Lavish Alice","lavishalice.teamtailor.com","teamtailor","{""origin"":""https://lavishalice.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""lavishalice""); no search API used.","","validated-name"
"Lensa","lensa.teamtailor.com","teamtailor","{""origin"":""https://lensa.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""lensa""); no search API used.","","validated-name"
